Date,Product_Category,Units_Sold,Revenue
2023-08-01,Cold Remedies,53,534.2502855433396
2023-08-02,Cold Remedies,63,1143.6211465756357
2023-08-03,Cold Remedies,79,1039.0995388595888
2023-08-04,Cold Remedies,67,895.0051401546941
2023-08-05,Cold Remedies,54,437.5412408962846
2023-08-06,Cold Remedies,42,741.9755357440014
2023-08-07,Cold Remedies,75,884.9622059773607
2023-08-08,Cold Remedies,54,590.7797205049004
2023-08-09,Cold Remedies,63,1244.1631574664168
2023-08-10,Cold Remedies,54,494.9888800765766
2023-08-11,Cold Remedies,64,636.6231765021066
2023-08-12,Cold Remedies,74,1201.9745357767797
2023-08-13,Cold Remedies,68,860.0715374325308
2023-08-14,Cold Remedies,56,384.059674848272
2023-08-15,Cold Remedies,75,1009.9970718605399
2023-08-16,Cold Remedies,82,1554.5912932537544
2023-08-17,Cold Remedies,71,811.1850760732328
2023-08-18,Cold Remedies,55,657.6189928227612
2023-08-19,Cold Remedies,69,774.605863523072
2023-08-20,Cold Remedies,71,556.6643824799082
2023-08-21,Cold Remedies,57,753.429543094823
2023-08-22,Cold Remedies,82,473.6166855422237
2023-08-23,Cold Remedies,74,604.252546531563
2023-08-24,Cold Remedies,57,821.4603515682392
2023-08-25,Cold Remedies,55,742.1034370618346
2023-08-26,Cold Remedies,71,645.7756673947902
2023-08-27,Cold Remedies,86,745.4146715743085
2023-08-28,Cold Remedies,45,344.61633137933666
2023-08-29,Cold Remedies,65,1176.2097114879832
2023-08-30,Cold Remedies,69,766.1043513031753
2023-08-31,Cold Remedies,74,660.7928763491544
2023-09-01,Cold Remedies,69,1130.4945668161954
2023-09-02,Cold Remedies,54,510.6352454011787
2023-09-03,Cold Remedies,44,293.29461328955216
2023-09-04,Cold Remedies,56,887.1201075853453
2023-09-05,Cold Remedies,69,1375.4550164174311
2023-09-06,Cold Remedies,53,325.91275207407074
2023-09-07,Cold Remedies,76,1279.4040220570062
2023-09-08,Cold Remedies,58,951.1975277479427
2023-09-09,Cold Remedies,52,724.0753187263468
2023-09-10,Cold Remedies,35,686.31880637596
2023-09-11,Cold Remedies,66,596.6633489986892
2023-09-12,Cold Remedies,57,1130.6586679800175
2023-09-13,Cold Remedies,54,766.84624673152
2023-09-14,Cold Remedies,84,763.3892729906606
2023-09-15,Cold Remedies,53,355.669986675792
2023-09-16,Cold Remedies,55,561.8291867118519
2023-09-17,Cold Remedies,66,431.5587147277106
2023-09-18,Cold Remedies,76,1351.5496384725384
2023-09-19,Cold Remedies,65,978.4308307259273
2023-09-20,Cold Remedies,61,465.2850002893256
2023-09-21,Cold Remedies,85,461.0374938387216
2023-09-22,Cold Remedies,55,287.3009679277165
2023-09-23,Cold Remedies,55,629.3780269045574
2023-09-24,Cold Remedies,53,652.5151766390318
2023-09-25,Cold Remedies,64,892.2925392286734
2023-09-26,Cold Remedies,49,461.43111264825274
2023-09-27,Cold Remedies,47,500.65782233431946
2023-09-28,Cold Remedies,55,793.2506487210429
2023-09-29,Cold Remedies,41,416.4508321241327
2023-09-30,Cold Remedies,63,895.2594825339748
2023-10-01,Cold Remedies,64,851.2640257600783
2023-10-02,Cold Remedies,66,688.6700683333213
2023-10-03,Cold Remedies,70,391.2057548425737
2023-10-04,Cold Remedies,56,1109.9054213130191
2023-10-05,Cold Remedies,75,417.7475669678349
2023-10-06,Cold Remedies,73,1028.0545560059431
2023-10-07,Cold Remedies,48,440.10384775393857
2023-10-08,Cold Remedies,59,1082.9282937490814
2023-10-09,Cold Remedies,33,200.97766714120144
2023-10-10,Cold Remedies,75,1178.3867183275938
2023-10-11,Cold Remedies,70,885.7757785316817
2023-10-12,Cold Remedies,78,897.527750582626
2023-10-13,Cold Remedies,42,802.9932104319181
2023-10-14,Cold Remedies,65,899.0746659507238
2023-10-15,Cold Remedies,54,922.6046789902828
2023-10-16,Cold Remedies,37,274.69691370531507
2023-10-17,Cold Remedies,72,700.7283430008019
2023-10-18,Cold Remedies,45,759.9386352564895
2023-10-19,Cold Remedies,64,385.6176462565436
2023-10-20,Cold Remedies,53,275.01112707065835
2023-10-21,Cold Remedies,62,637.1990142907347
2023-10-22,Cold Remedies,70,594.2243688120428
2023-10-23,Cold Remedies,62,1232.1859312428862
2023-10-24,Cold Remedies,88,1737.8451023829443
2023-10-25,Cold Remedies,49,605.9886123139767
2023-10-26,Cold Remedies,84,1279.923623458446
2023-10-27,Cold Remedies,56,343.22868244302725
2023-10-28,Cold Remedies,51,311.12098103044343
2023-10-29,Cold Remedies,59,989.5252742290686
2023-10-30,Cold Remedies,43,528.1448498019878
2023-10-31,Cold Remedies,52,689.2305080828411
2023-11-01,Cold Remedies,380,3446.2309429541074
2023-11-02,Cold Remedies,421,2807.949940130729
2023-11-03,Cold Remedies,405,3313.6617972357853
2023-11-04,Cold Remedies,440,7293.944523381971
2023-11-05,Cold Remedies,397,7333.954845284653
2023-11-06,Cold Remedies,489,8137.982526077314
2023-11-07,Cold Remedies,454,5913.852235996451
2023-11-08,Cold Remedies,433,4207.976903933807
2023-11-09,Cold Remedies,504,6761.9924222891095
2023-11-10,Cold Remedies,504,9941.857763405342
2023-11-11,Cold Remedies,410,4577.911777338723
2023-11-12,Cold Remedies,372,6194.71904152145
2023-11-13,Cold Remedies,418,4418.784038197566
2023-11-14,Cold Remedies,390,5522.260092891622
2023-11-15,Cold Remedies,369,2505.0496781169177
2023-11-16,Cold Remedies,414,4117.512609322204
2023-11-17,Cold Remedies,431,4681.200997939287
2023-11-18,Cold Remedies,450,6783.58971982088
2023-11-19,Cold Remedies,518,5613.809070309739
2023-11-20,Cold Remedies,422,3464.131770263213
2023-11-21,Cold Remedies,399,4495.869276334956
2023-11-22,Cold Remedies,479,7884.4307154082035
2023-11-23,Cold Remedies,337,3163.311805341836
2023-11-24,Cold Remedies,249,4936.636196719888
2023-11-25,Cold Remedies,278,3349.0746556593235
2023-11-26,Cold Remedies,438,5416.316429224011
2023-11-27,Cold Remedies,375,5245.3629480595
2023-11-28,Cold Remedies,381,7301.238299617692
2023-11-29,Cold Remedies,336,4651.107136244144
2023-11-30,Cold Remedies,496,9253.458506461184
2023-12-01,Cold Remedies,280,2550.7605219848783
2023-12-02,Cold Remedies,446,3383.330198666648
2023-12-03,Cold Remedies,400,6317.9835535802695
2023-12-04,Cold Remedies,524,5380.586297047097
2023-12-05,Cold Remedies,479,4650.223298480852
2023-12-06,Cold Remedies,316,3569.163490631684
2023-12-07,Cold Remedies,454,3551.4693396203716
2023-12-08,Cold Remedies,436,3097.7158192815828
2023-12-09,Cold Remedies,394,5441.337666593742
2023-12-10,Cold Remedies,447,7489.728539642339
2023-12-11,Cold Remedies,350,2341.187532456387
2023-12-12,Cold Remedies,408,7440.266792770146
2023-12-13,Cold Remedies,401,7758.732030295432
2023-12-14,Cold Remedies,339,2652.7438506768535
2023-12-15,Cold Remedies,376,4702.791208232102
2023-12-16,Cold Remedies,362,5392.342220175911
2023-12-17,Cold Remedies,431,4246.929210115444
2023-12-18,Cold Remedies,501,6014.50063779215
2023-12-19,Cold Remedies,300,5154.149818616973
2023-12-20,Cold Remedies,433,2582.2079361329484
2023-12-21,Cold Remedies,360,2847.890953326267
2023-12-22,Cold Remedies,473,4157.761958810682
2023-12-23,Cold Remedies,432,4280.201605771355
2023-12-24,Cold Remedies,283,4858.358330438961
2023-12-25,Cold Remedies,415,6890.88811516086
2023-12-26,Cold Remedies,390,6482.742434929536
2023-12-27,Cold Remedies,307,3088.4024907312255
2023-12-28,Cold Remedies,361,5101.049638266257
2023-12-29,Cold Remedies,411,2996.105621703742
2023-12-30,Cold Remedies,363,3348.060782555026
2023-12-31,Cold Remedies,483,8507.24063627471
2019-01-01,Skin Care,194,2046.710303073341
2019-01-02,Skin Care,177,1641.1449936325575
2019-01-03,Skin Care,207,1233.4814248159698
2019-01-04,Skin Care,213,3348.4264009446783
2019-01-05,Skin Care,237,2297.521669673414
2019-01-06,Skin Care,202,2749.7108588170363
2019-01-07,Skin Care,43,509.1879826886021
2019-01-08,Skin Care,211,1705.81729005967
2019-01-09,Skin Care,187,3623.6381513823094
2019-01-10,Skin Care,263,2343.8892452755026
2019-01-11,Skin Care,215,3214.6530917268983
2019-01-12,Skin Care,206,3722.23328453775
2019-01-13,Skin Care,181,2534.336496935733
2019-01-14,Skin Care,242,1777.228663515221
2019-01-15,Skin Care,138,2229.535206951562
2019-01-16,Skin Care,208,2687.542276303429
2019-01-17,Skin Care,137,2737.3253801838446
2019-01-18,Skin Care,175,1063.2401173229482
2019-01-19,Skin Care,232,1904.586823325968
2019-01-20,Skin Care,213,4170.674490894312
2019-01-21,Skin Care,207,3459.925514229552
2019-01-22,Skin Care,161,1690.5012345672392
2019-01-23,Skin Care,197,1429.5754675348542
2019-01-24,Skin Care,215,2577.742762900291
2019-01-25,Skin Care,237,2815.9212707956876
2019-01-26,Skin Care,220,3058.9025259622526
2019-01-27,Skin Care,232,4591.182364947196
2019-01-28,Skin Care,147,843.1631275560854
2019-01-29,Skin Care,206,1808.9848580475068
2019-01-30,Skin Care,239,4618.27961038319
2019-01-31,Skin Care,117,903.5283376153262
2019-02-01,Skin Care,191,1655.3555823853367
2019-02-02,Skin Care,215,4020.2171228498196
2019-02-03,Skin Care,244,2069.004534897496
2019-02-04,Skin Care,204,3146.5937225850353
2019-02-05,Skin Care,200,1925.183775895438
2019-02-06,Skin Care,211,1103.7890006322468
2019-02-07,Skin Care,215,3709.3750497447977
2019-02-08,Skin Care,167,1401.9587535413716
2019-02-09,Skin Care,181,2177.1941688785023
2019-02-10,Skin Care,132,1000.9922779699248
2019-02-11,Skin Care,175,2875.8558228106945
2019-02-12,Skin Care,159,1314.1331144172627
2019-02-13,Skin Care,167,1177.4211615950358
2019-02-14,Skin Care,286,4456.606414244859
2019-02-15,Skin Care,242,3679.174536489215
2019-02-16,Skin Care,160,2435.634885061611
2019-02-17,Skin Care,151,1546.498906374918
2019-02-18,Skin Care,178,1616.4647007332005
2019-02-19,Skin Care,149,942.3789319235213
2019-02-20,Skin Care,210,1742.2134455256703
2019-02-21,Skin Care,210,1254.0324285043855
2019-02-22,Skin Care,166,1809.6543686977823
2019-02-23,Skin Care,227,1353.38053386829
2019-02-24,Skin Care,227,3873.969901746262
2019-02-25,Skin Care,174,1410.4913929569243
2019-02-26,Skin Care,165,1008.577259955183
2019-02-27,Skin Care,184,3658.3939318776106
2019-02-28,Skin Care,222,3659.110006349647
2019-03-01,Skin Care,282,4963.526385479073
2019-03-02,Skin Care,221,2350.642237970137
2019-03-03,Skin Care,157,3098.7466432489073
2019-03-04,Skin Care,212,1700.5998116336243
2019-03-05,Skin Care,204,3663.708506031971
2019-03-06,Skin Care,202,3412.318937526479
2019-03-07,Skin Care,150,1723.4455813590807
2019-03-08,Skin Care,212,2412.4799179576676
2019-03-09,Skin Care,199,2798.155220288205
2019-03-10,Skin Care,155,812.5941803942584
2019-03-11,Skin Care,268,3718.5086587858855
2019-03-12,Skin Care,152,1197.5036133572573
2019-03-13,Skin Care,217,3211.3989467855804
2019-03-14,Skin Care,194,1404.8468352332754
2019-03-15,Skin Care,186,2548.692071732329
2019-03-16,Skin Care,250,2207.1170634446203
2019-03-17,Skin Care,236,1495.9441207935074
2019-03-18,Skin Care,194,3722.4072303725
2019-03-19,Skin Care,168,1388.677166302502
2019-03-20,Skin Care,182,2563.2068477304297
2019-03-21,Skin Care,189,2872.4395976402407
2019-03-22,Skin Care,237,2914.243843517685
2019-03-23,Skin Care,214,1501.6071008622769
2019-03-24,Skin Care,238,3378.8454462573686
2019-03-25,Skin Care,149,1931.791994975521
2019-03-26,Skin Care,242,4409.209348757774
2019-03-27,Skin Care,256,3530.302889516659
2019-03-28,Skin Care,171,2594.5383294709595
2019-03-29,Skin Care,231,4281.102620195971
2019-03-30,Skin Care,252,3999.7035585187455
2019-03-31,Skin Care,178,1048.934945647766
2019-04-01,Skin Care,158,3082.546438186501
2019-04-02,Skin Care,209,3588.762520966557
2019-04-03,Skin Care,131,723.5900130786597
2019-04-04,Skin Care,241,3163.0340508164873
2019-04-05,Skin Care,166,2826.7817767173965
2019-04-06,Skin Care,190,3557.968781044597
2019-04-07,Skin Care,227,1872.1503815411297
2019-04-08,Skin Care,221,1978.7443322951624
2019-04-09,Skin Care,226,4343.438897587946
2019-04-10,Skin Care,171,2693.6874352724603
2019-04-11,Skin Care,212,2292.758483776981
2019-04-12,Skin Care,234,2664.4232684053713
2019-04-13,Skin Care,177,2351.1310056850416
2019-04-14,Skin Care,272,3635.2578902994587
2019-04-15,Skin Care,192,2315.7894384029823
2019-04-16,Skin Care,128,1385.7802647574854
2019-04-17,Skin Care,192,2698.496230577245
2019-04-18,Skin Care,252,4645.066055039522
2019-04-19,Skin Care,164,3057.0264037434217
2019-04-20,Skin Care,161,2372.921199803699
2019-04-21,Skin Care,215,3446.710232260085
2019-04-22,Skin Care,158,2827.3560680399887
2019-04-23,Skin Care,157,1629.8834913827545
2019-04-24,Skin Care,168,3144.9560707078485
2019-04-25,Skin Care,263,3248.5203865201547
2019-04-26,Skin Care,220,1195.231114009211
2019-04-27,Skin Care,202,3187.930775504678
2019-04-28,Skin Care,170,1399.0928451982652
2019-04-29,Skin Care,233,2604.5816868755787
2019-04-30,Skin Care,224,3627.968622356192
2019-05-01,Skin Care,266,4378.348226784977
2019-05-02,Skin Care,163,3240.260581763331
2019-05-03,Skin Care,159,1190.0038416932587
2019-05-04,Skin Care,129,1039.8813680074963
2019-05-05,Skin Care,221,2413.1154147570123
2019-05-06,Skin Care,209,1608.8123408294218
2019-05-07,Skin Care,185,1731.5546639888973
2019-05-08,Skin Care,128,1088.471839593983
2019-05-09,Skin Care,257,2311.3100437538396
2019-05-10,Skin Care,207,2908.220140450314
2019-05-11,Skin Care,247,2886.872894706249
2019-05-12,Skin Care,252,2570.0647941704456
2019-05-13,Skin Care,219,2150.323244664703
2019-05-14,Skin Care,225,1472.6897812424456
2019-05-15,Skin Care,176,1769.4869499050612
2019-05-16,Skin Care,204,3324.7910878575417
2019-05-17,Skin Care,240,3883.681337545399
2019-05-18,Skin Care,168,1459.484374235705
2019-05-19,Skin Care,236,2586.9868968612755
2019-05-20,Skin Care,234,1908.5758979327288
2019-05-21,Skin Care,232,3385.8662288635755
2019-05-22,Skin Care,201,1526.3613303461925
2019-05-23,Skin Care,171,2372.2713652165316
2019-05-24,Skin Care,271,4338.9703023689335
2019-05-25,Skin Care,254,4021.412757196352
2019-05-26,Skin Care,202,2873.6722202560873
2019-05-27,Skin Care,209,3979.0640099776238
2019-05-28,Skin Care,189,1333.2961259993508
2019-05-29,Skin Care,131,2137.6382990912343
2019-05-30,Skin Care,196,3101.591129853818
2019-05-31,Skin Care,220,2608.035186772416
2019-06-01,Skin Care,401,3979.55784575228
2019-06-02,Skin Care,422,6299.767211256699
2019-06-03,Skin Care,421,5580.967899886066
2019-06-04,Skin Care,461,7227.664619360535
2019-06-05,Skin Care,430,2526.87989101201
2019-06-06,Skin Care,375,6958.5699596752975
2019-06-07,Skin Care,460,8559.110192342914
2019-06-08,Skin Care,490,8414.179773540625
2019-06-09,Skin Care,468,8156.340803007885
2019-06-10,Skin Care,290,2397.4261507564343
2019-06-11,Skin Care,507,5023.356167606057
2019-06-12,Skin Care,350,3107.8612423459385
2019-06-13,Skin Care,489,5878.226428604731
2019-06-14,Skin Care,493,9291.886730434559
2019-06-15,Skin Care,320,5190.828955375007
2019-06-16,Skin Care,529,6516.8666599548105
2019-06-17,Skin Care,610,4757.059315657136
2019-06-18,Skin Care,425,2707.094094560775
2019-06-19,Skin Care,489,7946.361339642479
2019-06-20,Skin Care,410,2223.9523089895256
2019-06-21,Skin Care,349,2462.5506791992457
2019-06-22,Skin Care,538,5702.655329373144
2019-06-23,Skin Care,491,8896.255751029548
2019-06-24,Skin Care,390,2831.811409232335
2019-06-25,Skin Care,352,5036.552551812313
2019-06-26,Skin Care,616,10117.876125842256
2019-06-27,Skin Care,332,4377.601019844084
2019-06-28,Skin Care,503,4771.440215998721
2019-06-29,Skin Care,465,4830.168471971823
2019-06-30,Skin Care,519,3984.87866184168
2019-07-01,Skin Care,585,6225.692645342052
2019-07-02,Skin Care,228,1749.6998444613796
2019-07-03,Skin Care,361,6810.78894701178
2019-07-04,Skin Care,439,6673.201871400519
2019-07-05,Skin Care,593,10946.329368645467
2019-07-06,Skin Care,413,5427.034226754916
2019-07-07,Skin Care,397,6743.106761403295
2019-07-08,Skin Care,260,2441.6253075751106
2019-07-09,Skin Care,389,2962.371389142836
2019-07-10,Skin Care,500,8678.482115762756
2019-07-11,Skin Care,440,5374.937441343701
2019-07-12,Skin Care,387,5178.3893846738665
2019-07-13,Skin Care,617,3622.218849106253
2019-07-14,Skin Care,424,7316.660262408971
2019-07-15,Skin Care,461,8009.508017219755
2019-07-16,Skin Care,382,4667.908469139021
2019-07-17,Skin Care,348,4854.580374187553
2019-07-18,Skin Care,512,4847.004722401016
2019-07-19,Skin Care,305,1778.8700489001026
2019-07-20,Skin Care,492,3543.739487761885
2019-07-21,Skin Care,204,2706.1559392012805
2019-07-22,Skin Care,479,9100.463526568434
2019-07-23,Skin Care,356,2825.0301998782315
2019-07-24,Skin Care,373,3837.100095727938
2019-07-25,Skin Care,425,3231.2978626978825
2019-07-26,Skin Care,342,3252.0324598661114
2019-07-27,Skin Care,285,4232.0588339976275
2019-07-28,Skin Care,433,3414.2688013052643
2019-07-29,Skin Care,517,4684.454989809851
2019-07-30,Skin Care,470,5557.827777764049
2019-07-31,Skin Care,550,3984.5029524486454
2019-08-01,Skin Care,294,5629.34939383327
2019-08-02,Skin Care,414,7560.075379471691
2019-08-03,Skin Care,453,3794.2714577721968
2019-08-04,Skin Care,373,4163.297815888405
2019-08-05,Skin Care,456,4566.0326066559965
2019-08-06,Skin Care,545,4424.487294808351
2019-08-07,Skin Care,495,5950.3860436647665
2019-08-08,Skin Care,559,4618.606307141071
2019-08-09,Skin Care,475,6080.640805441569
2019-08-10,Skin Care,440,4844.6152562054685
2019-08-11,Skin Care,586,5919.557551860216
2019-08-12,Skin Care,460,3533.072234435001
2019-08-13,Skin Care,609,9555.67895702635
2019-08-14,Skin Care,531,9680.031160452223
2019-08-15,Skin Care,390,7556.339214241011
2019-08-16,Skin Care,431,4967.3521108832765
2019-08-17,Skin Care,585,7720.657793853061
2019-08-18,Skin Care,550,4443.374620324228
2019-08-19,Skin Care,516,6860.031035774984
2019-08-20,Skin Care,505,6225.8507914301745
2019-08-21,Skin Care,335,6467.123666090438
2019-08-22,Skin Care,352,5897.52808010131
2019-08-23,Skin Care,471,3537.451604583792
2019-08-24,Skin Care,640,12593.184052969125
2019-08-25,Skin Care,374,4640.211804965335
2019-08-26,Skin Care,426,7714.847294207602
2019-08-27,Skin Care,419,2339.941307541539
2019-08-28,Skin Care,500,8858.427027721556
2019-08-29,Skin Care,474,6454.224014377108
2019-08-30,Skin Care,542,9320.667816412139
2019-08-31,Skin Care,476,6326.616775840463
2019-09-01,Skin Care,208,4059.0589293263633
2019-09-02,Skin Care,199,2151.885519824999
2019-09-03,Skin Care,247,3506.4329081154588
2019-09-04,Skin Care,200,3612.67171008
2019-09-05,Skin Care,172,1410.7307116385396
2019-09-06,Skin Care,226,2582.8314101613137
2019-09-07,Skin Care,195,2023.225324572265
2019-09-08,Skin Care,235,3402.7694880634276
2019-09-09,Skin Care,90,1530.9352812375869
2019-09-10,Skin Care,252,3277.4640999108647
2019-09-11,Skin Care,192,1934.8238698597756
2019-09-12,Skin Care,250,3342.6836586105783
2019-09-13,Skin Care,236,1380.4170048969208
2019-09-14,Skin Care,178,1644.6103678904867
2019-09-15,Skin Care,167,2521.919104618411
2019-09-16,Skin Care,164,2118.658176742054
2019-09-17,Skin Care,155,1277.0270221830763
2019-09-18,Skin Care,246,3502.46397041436
2019-09-19,Skin Care,192,1801.9090056267844
2019-09-20,Skin Care,267,5232.909277172417
2019-09-21,Skin Care,174,3201.0920549703214
2019-09-22,Skin Care,180,1064.0770246698503
2019-09-23,Skin Care,220,1882.5886416804572
2019-09-24,Skin Care,264,3792.3686851427738
2019-09-25,Skin Care,179,1533.0129691497289
2019-09-26,Skin Care,231,3979.0019472487206
2019-09-27,Skin Care,200,1969.5693544953801
2019-09-28,Skin Care,221,1714.0945391676485
2019-09-29,Skin Care,169,2141.618959944393
2019-09-30,Skin Care,227,4352.301560705403
2019-10-01,Skin Care,189,962.3747151342851
2019-10-02,Skin Care,182,3390.731252006933
2019-10-03,Skin Care,198,2529.6704078616904
2019-10-04,Skin Care,223,3432.7811119952303
2019-10-05,Skin Care,193,3476.7566176175383
2019-10-06,Skin Care,182,3569.8871495680505
2019-10-07,Skin Care,195,1025.230997687431
2019-10-08,Skin Care,194,999.3630786136752
2019-10-09,Skin Care,220,3374.2188646908776
2019-10-10,Skin Care,185,2494.370488069557
2019-10-11,Skin Care,184,2678.9613209421755
2019-10-12,Skin Care,169,3276.0829649478414
2019-10-13,Skin Care,222,3237.001723443162
2019-10-14,Skin Care,205,2298.9013063388893
2019-10-15,Skin Care,247,4855.4626689344595
2019-10-16,Skin Care,241,4651.152012864139
2019-10-17,Skin Care,209,3162.236755672147
2019-10-18,Skin Care,196,1097.6577437726776
2019-10-19,Skin Care,200,1602.5536481533488
2019-10-20,Skin Care,176,1685.0274435218246
2019-10-21,Skin Care,169,1757.7660261510962
2019-10-22,Skin Care,164,924.2103526038438
2019-10-23,Skin Care,193,2916.069180066403
2019-10-24,Skin Care,105,1524.242907340155
2019-10-25,Skin Care,262,4562.780070309915
2019-10-26,Skin Care,276,5327.789006677557
2019-10-27,Skin Care,160,2815.0987900677455
2019-10-28,Skin Care,275,2105.4175529032514
2019-10-29,Skin Care,161,2158.661076521642
2019-10-30,Skin Care,200,3782.914897570442
2019-10-31,Skin Care,215,2388.6551186230154
2019-11-01,Skin Care,203,1851.0738583443717
2019-11-02,Skin Care,179,982.2123496663773
2019-11-03,Skin Care,177,2999.8364109934532
2019-11-04,Skin Care,232,2162.997188686417
2019-11-05,Skin Care,248,3509.131153269834
2019-11-06,Skin Care,133,1783.1445969361362
2019-11-07,Skin Care,210,2321.75896293053
2019-11-08,Skin Care,223,3999.6623862336965
2019-11-09,Skin Care,207,3986.458904885364
2019-11-10,Skin Care,147,2114.0017738863103
2019-11-11,Skin Care,220,3869.9238496750386
2019-11-12,Skin Care,242,4638.491003838234
2019-11-13,Skin Care,169,2071.9165520929887
2019-11-14,Skin Care,178,2763.9726796206564
2019-11-15,Skin Care,208,3208.2984770902417
2019-11-16,Skin Care,197,2170.9166868463167
2019-11-17,Skin Care,178,1343.471286914332
2019-11-18,Skin Care,154,1015.5664472329179
2019-11-19,Skin Care,181,1461.089685810945
2019-11-20,Skin Care,119,1133.043467560427
2019-11-21,Skin Care,224,3514.261889310796
2019-11-22,Skin Care,173,2512.6991833997477
2019-11-23,Skin Care,231,4514.430256418844
2019-11-24,Skin Care,191,1452.4766306718054
2019-11-25,Skin Care,205,1305.5955005429043
2019-11-26,Skin Care,139,1604.9949115461905
2019-11-27,Skin Care,227,2261.743725380679
2019-11-28,Skin Care,302,3967.2795015297465
2019-11-29,Skin Care,185,1109.3055224359819
2019-11-30,Skin Care,204,2708.5943661241704
2019-12-01,Skin Care,209,3249.9738924168532
2019-12-02,Skin Care,150,1205.5767693181049
2019-12-03,Skin Care,159,2258.0959625155483
2019-12-04,Skin Care,221,2470.646338854573
2019-12-05,Skin Care,169,1129.6114423637857
2019-12-06,Skin Care,191,3037.111719382001
2019-12-07,Skin Care,205,3226.238797744944
2019-12-08,Skin Care,223,3663.7887956774784
2019-12-09,Skin Care,193,3613.5729118872873
2019-12-10,Skin Care,194,1378.1775911661816
2019-12-11,Skin Care,293,3853.636166629445
2019-12-12,Skin Care,237,1537.1456236378372
2019-12-13,Skin Care,186,2033.9190603287216
2019-12-14,Skin Care,194,1518.8228900003328
2019-12-15,Skin Care,272,3531.0490296352023
2019-12-16,Skin Care,223,2567.5217501651186
2019-12-17,Skin Care,243,2014.5965971629093
2019-12-18,Skin Care,185,2962.455892192611
2019-12-19,Skin Care,181,1712.1711268976107
2019-12-20,Skin Care,259,3123.0536732886135
2019-12-21,Skin Care,197,2474.8425040989173
2019-12-22,Skin Care,196,3476.4617103136993
2019-12-23,Skin Care,183,1114.5173357022002
2019-12-24,Skin Care,241,3261.2797153358792
2019-12-25,Skin Care,246,4905.206977991128
2019-12-26,Skin Care,207,2612.828436869258
2019-12-27,Skin Care,157,796.303587444908
2019-12-28,Skin Care,178,2249.3335589453072
2019-12-29,Skin Care,250,3142.1636295980024
2019-12-30,Skin Care,208,3899.381247838096
2019-12-31,Skin Care,242,1748.335297352122
2020-01-01,Skin Care,215,3833.459020224965
2020-01-02,Skin Care,161,1263.2789929226162
2020-01-03,Skin Care,220,4157.45204284593
2020-01-04,Skin Care,198,1921.0216111042816
2020-01-05,Skin Care,179,2680.7329263957795
2020-01-06,Skin Care,183,2086.846229701188
2020-01-07,Skin Care,241,4754.632790972612
2020-01-08,Skin Care,210,2432.1009950526336
2020-01-09,Skin Care,207,1761.8066133706777
2020-01-10,Skin Care,264,1753.344403150478
2020-01-11,Skin Care,173,1566.8673290748407
2020-01-12,Skin Care,196,3412.690463780063
2020-01-13,Skin Care,176,945.1121371067485
2020-01-14,Skin Care,219,1873.3080250642338
2020-01-15,Skin Care,207,3188.7361804593475
2020-01-16,Skin Care,186,1343.7082807296053
2020-01-17,Skin Care,190,2950.8016551741052
2020-01-18,Skin Care,236,2369.7174926075227
2020-01-19,Skin Care,247,1864.0235618038423
2020-01-20,Skin Care,178,2835.9871728165504
2020-01-21,Skin Care,305,3544.2223599867184
2020-01-22,Skin Care,149,1217.6361653111835
2020-01-23,Skin Care,160,1437.7913028479873
2020-01-24,Skin Care,189,1048.6754180489866
2020-01-25,Skin Care,171,1333.1515179816283
2020-01-26,Skin Care,167,2508.9337275282464
2020-01-27,Skin Care,246,3875.3026079539536
2020-01-28,Skin Care,220,1170.7515598562736
2020-01-29,Skin Care,203,3264.1973210408923
2020-01-30,Skin Care,180,1365.6199676664564
2020-01-31,Skin Care,161,2257.1596986125105
2020-02-01,Skin Care,160,2094.815777562309
2020-02-02,Skin Care,246,3779.4969035627096
2020-02-03,Skin Care,244,4043.8727631534107
2020-02-04,Skin Care,190,1134.2967999741263
2020-02-05,Skin Care,146,1950.964999621333
2020-02-06,Skin Care,224,4335.1451672467665
2020-02-07,Skin Care,190,1780.8144962814072
2020-02-08,Skin Care,238,2026.8285075374845
2020-02-09,Skin Care,159,2105.020894385873
2020-02-10,Skin Care,203,1019.0609322494618
2020-02-11,Skin Care,156,3052.6519685082303
2020-02-12,Skin Care,172,2736.285184490546
2020-02-13,Skin Care,171,2180.5935253814505
2020-02-14,Skin Care,189,1550.12474355933
2020-02-15,Skin Care,249,3544.985182098674
2020-02-16,Skin Care,205,2973.8993901008816
2020-02-17,Skin Care,231,4384.04280151739
2020-02-18,Skin Care,202,2563.5512992528634
2020-02-19,Skin Care,184,1434.8998376598993
2020-02-20,Skin Care,124,1803.6004264916462
2020-02-21,Skin Care,161,1282.3193914038711
2020-02-22,Skin Care,200,2438.8958685985804
2020-02-23,Skin Care,206,3135.943150644175
2020-02-24,Skin Care,238,2400.3319225857576
2020-02-25,Skin Care,137,2039.5119704405952
2020-02-26,Skin Care,284,1635.4519114965842
2020-02-27,Skin Care,124,1226.7042139769112
2020-02-28,Skin Care,197,3824.5110102540716
2020-02-29,Skin Care,177,2238.7647885654646
2020-03-01,Skin Care,162,2907.1554840035856
2020-03-02,Skin Care,261,4657.704594510951
2020-03-03,Skin Care,178,1717.7436700443366
2020-03-04,Skin Care,135,2361.53301245129
2020-03-05,Skin Care,151,855.4456423249067
